QIS No.,QIS Name,QIS Name - New,Site Type2,Area,City,Circle,Region,Lat,Long
WMQISXM1V1-00657,Lakdikapul -3,HYD_IRS_Lakdikapul,Indian Railways,Lakdikapul ,Hyderabad,Telangana,South,17.40206,78.48401
WMQISXM1V1-00325,ONRAY FUELS 1,GUR_IOC_ONRAY_FUELS,IOCL,SECTOR 104,Gurugram,Haryana,North,28.48444,77.00015
WMQISXM1V1-00228,ONRAY FUELS 2,GUR_IOC_ONRAY_FUELS,IOCL,SECTOR 104,Gurugram,Haryana,North,28.48444,77.00015
WMQISXM1V1-00688,Powerpod- Thannisandra-4,"BLR_PPD_P&T layout,Thannisandra",Power pod,Thannisandra,Bengaluru,Karnataka,South,13.06079539,77.6288544
WMQISXM1V1-00714,Powerpod- Thannisandra-5,"BLR_PPD_P&T layout,Thannisandra",Power pod,Thannisandra,Bengaluru,Karnataka,South,13.06079539,77.6288544
WMQISXM1V1-00691,Neredmet Halt 1,HYD_IRS_Neredmet_Halt,Indian Railways,AS Rao Nagar,Hyderabad,Telangana,South,17.47882232,78.53611749
WMQISXM1V1-00698,Neredmet Halt 2,HYD_IRS_Neredmet_Halt,Indian Railways,AS Rao Nagar,Hyderabad,Telangana,South,17.47882232,78.53611749
WMQISXM1V1-00679,Hitech City 1,HYD_IRS_Hitech_City,Indian Railways,Hitech City,Hyderabad,Telangana,South,17.47052754,78.38468766
WMQISXM1V1-00689,Hitech City 2,HYD_IRS_Hitech_City,Indian Railways,Hitech City,Hyderabad,Telangana,South,17.47052754,78.38468766
WMQISXM1V1-02059,Sharda Sharma 2,"GZB_FRN_Near Hari mandir, Nandgram Rd",Franchise,Ghooka Ghaziabad,Ghaziabad,UP,North,28.6769359,77.41705
WMQISXM1V1-00715,Powerpod- Bellandur-4,"BLR_PPD_Bellandur Railway Station Rd, Panathur",Power pod,Panathur,Bengaluru,Karnataka,South,12.94017477,77.70561583
WMQISXM1V1-00717,Powerpod- Bellandur-5,"BLR_PPD_Bellandur Railway Station Rd, Panathur",Power pod,Panathur,Bengaluru,Karnataka,South,12.94017477,77.70561583
WMQISXM1V1-00686,COCO-Madhapur 1,HYD_IOC_COCO_Madhapur,IOCL,Madhapur,Hyderabad,Telangana,South,17.44076,78.391396
WMQISXM1V1-00659,Neredmet Halt 3,HYD_IRS_Neredmet_Halt,Indian Railways,AS Rao Nagar,Hyderabad,Telangana,South,17.47882232,78.53611749
WMQISXM1V1-00156,Geeta Petro Station 1,GUR_IOC_Geeta Petro,IOCL,PATAUDI CHOWK,Gurugram,Haryana,North,28.457269,77.004654
WMQISXM1V1-00216,Geeta Petro Station 2,GUR_IOC_Geeta Petro,IOCL,PATAUDI CHOWK,Gurugram,Haryana,North,28.457269,77.004654
WMQISXM1V1-00697,Ferozguda Halt 1,HYD_IRS_Ferozguda Halt,Indian Railways,Ferozguda,Hyderabad,Telangana,South,17.46571221,78.46048866
WMQISXM1V1-00706,Ferozguda Halt 2,HYD_IRS_Ferozguda Halt,Indian Railways,Ferozguda,Hyderabad,Telangana,South,17.46571221,78.46048866
WMQISXM1V1-00708,Ferozguda Halt 3,HYD_IRS_Ferozguda Halt,Indian Railways,Ferozguda,Hyderabad,Telangana,South,17.46571221,78.46048866
WMQISXM1V1-00293,Whole Star Location -2-2,"SNP_FRN_Old DC,Rd",Franchise,Sonipat,Sonipat,Haryana,North,28.98982,77.02481
WMQISXM1V1-00720,SWATHI SERVICE STATION,"WRL_IOC_Swathi Service,Station",IOCL,Shyampet,Warangal,Telangana,South,17.987727,79.569354
WMQISXM1V1-00653,Bhudevinagar Halt 1,HYD_IRS_Bhudevinagar_Halt,Indian Railways,Alwal,Hyderabad,Telangana,South,17.49332425,78.50191249
WMQISXM1V1-00700,Bhudevinagar Halt 2,HYD_IRS_Bhudevinagar_Halt,Indian Railways,Alwal,Hyderabad,Telangana,South,17.49332425,78.50191249
WMQISXM1V1-00702,Bhudevinagar Halt 3,HYD_IRS_Bhudevinagar_Halt,Indian Railways,Alwal,Hyderabad,Telangana,South,17.49332425,78.50191249
WMQISXM1V1-00014,Adarsh Nagar 1,JPR_PVT_Hub_Adarsh_Nagar,Hub-Private,Adarsh Nagar,Jaipur,Rajasthan,North,26.90693,75.82979
WMQISXM1V1-00015,Adarsh Nagar 2,JPR_PVT_Hub_Adarsh_Nagar,Hub-Private,Adarsh Nagar,Jaipur,Rajasthan,North,26.90693,75.82979
WMQISXM1V1-00016,Adarsh Nagar 3,JPR_PVT_Hub_Adarsh_Nagar,Hub-Private,Adarsh Nagar,Jaipur,Rajasthan,North,26.90693,75.82979
WMQISXM1V1-00017,Adarsh Nagar 4,JPR_PVT_Hub_Adarsh_Nagar,Hub-Private,Adarsh Nagar,Jaipur,Rajasthan,North,26.90693,75.82979
WMQISXM1V1-00681,COCO-Madhapur 2,HYD_IOC_COCO_Madhapur,IOCL,Madhapur,Hyderabad,Telangana,South,17.44061834,78.391355
WMQISXM1V1-00631,Borbanda 3,HYD_IRS_Borbanda,Indian Railways,Borbanda,Hyderabad,Telangana,South,17.45939391,78.40786453
WMQISXM1V1-00635,Hitec City 3,HYD_IRS_Hitech_City,Indian Railways,Hitec City,Hyderabad,Telangana,South,17.47052754,78.38468766
WMQISXM1V1-00123,MAXIMUM FUEL SERVICES 1,GUR_IOC_Maximum Fuel,IOCL,SECTOR 37,Gurugram,Haryana,North,28.453519,76.977698
WMQISXM1V1-00565,MAXIMUM FUEL SERVICES 2,GUR_IOC_Maximum Fuel,IOCL,SECTOR 37,Gurugram,Haryana,North,28.453519,76.977698
WMQISXM1V1-00321,Ghitorni 1,DEL_STQ_Ghitorni,STATIQ,Ghitorni Metro Station,Delhi,Delhi,North,28.49396584,77.14881992
WMQISXM1V1-00361,Ghitorni 2,DEL_STQ_Ghitorni,STATIQ,Ghitorni Metro Station,Delhi,Delhi,North,28.49396584,77.14881992
WMQISXM1V1-00286,Ghitorni 3,DEL_STQ_Ghitorni,STATIQ,Ghitorni Metro Station,Delhi,Delhi,North,28.49396584,77.14881992
WMQISXM1V1-00716,SWATHI SERVICE STATION,"WRL_IOC_Swathi Service,Station",IOCL,Shyampet,Warangal,Telangana,South,17.987727,79.569354
WMQISXM1V1-00205,Transport Nagar (Kachhi Basti) 4,JPR_PVT_Hub_Transport_Nagar,Hub-Private,Delhi Bypass,Jaipur,Rajasthan,North,26.907162,75.8474914
WMQISXM1V1-00645,BHADRAKALI SERVICE STATION,"WRL_IOC_BHADRAKALI,SERVICE STATION",IOCL,Warangal,Warangal,Telangana,South,17.9953,79.590522
WMQISXM1V1-00673,BHADRAKALI SERVICE STATION,"WRL_IOC_BHADRAKALI,SERVICE STATION",IOCL,Warangal,Warangal,Telangana,South,17.9953,79.590522
WMQISXM1V1-00618,FATEHNAGAR BRIDGE 1,HYD_IRS_FATEHNAGAR BRIDGE,Indian Railways,Fatehnagar,Hyderabad,Telangana,South,17.455466,78.449788
WMQISXM1V1-00620,FATEHNAGAR BRIDGE 2,HYD_IRS_FATEHNAGAR BRIDGE,Indian Railways,Fatehnagar,Hyderabad,Telangana,South,17.455466,78.449788
WMQISXM1V1-00630,FATEHNAGAR BRIDGE 3,HYD_IRS_FATEHNAGAR BRIDGE,Indian Railways,Fatehnagar,Hyderabad,Telangana,South,17.455466,78.449788
WMQISXM1V1-00721,IOCL-Trivandrum-Ulloor,"TVD_IOC_Medical College,Ulloor",IOCL, Ulloor Junction,Trivandrum,Kerala,South,8.528425,76.928421
WMQISXM1V1-00722,PMG,"TVD_PVT_Nethaji Nagar,Plammoodu",Private,Law college junction,Trivandrum,Kerala,South,8.509769,76.943893
WMQISXM1V1-00723,Thampanoor Parking lot Periphery,"TVD_PVT_Santhi Nagar,Thampanoor",Private,Law college junction,Trivandrum,Kerala,South,8.490573,76.951408
WMQISXM1V1-00724,Peroorkada Private Site,"TVD_PVT_Kudappanakunnu,Peroorkada",Private,Peroorkada,Trivandrum,Kerala,South,8.538923,76.963264
WMQISXM1V1-00305,R N Sport,"NOI_FRN_HBlock,Sector 62",Franchise,Sector -62,Noida,UP,North,28.628881,77.379048
WMQISXM1V1-00628,James Street,HYD_IRS_James Street,Indian Railways,Rani Gunj,Hyderabad,Telangana,South,17.433032,78.487329
WMQISXM1V1-00699,Areekad,"CAL_PVT_Brains College, Nallalam",Private,Areekad Main Road,Calicut,Kerala,South,11.212172,75.806373
WMQISXM1V1-00712,Kallia Road_Rel,"CAL_PVT_Achutham Girls, Chalappuram",Private,Kallai road,Calicut,Kerala,South,11.245047,75.789543
WMQISXM1V1-00707,IOCL-Calicut-Kannur Road,"CAL_IOC_Kannur Road, Chakkorathukulam",IOCL,Kannur road,Calicut,Kerala,South,11.27592,75.77216
WMQISXM1V1-00690,KTC MINI BYPASS ,"CAL_IOC_KTC-MINI-BYPASS, Thiruthiyad",IOCL,Near Baby memorial hospetal,Calicut,Kerala,South,11.2613,75.79396
WMQISXM1V1-00710,"Karampra, Near Civil Station","CAL_PVT_Civil Station, Parammal",Private,Civil station,Calicut,Kerala,South,11.285783,75.792831
WMQISXM1V1-00352,Vijay Kumar Bansal & Anita Bansal 2,"DEL_FRN_Old Anarkali, Krishna Nagar",Franchise,krishna nagar,Delhi,Delhi,North,28.65489,77.28931
WMQISXM1V1-00206,Vijay Kumar Bansal & Anita Bansal 3,"DEL_FRN_Old Anarkali, Krishna Nagar",Franchise,krishna nagar,Delhi,Delhi,North,28.65489,77.28931
WMQISXM1V1-00738,IOCL-Vijayawada-CH-Rama-Rao,"VJD_IOC_CH_Rama-Rao, Ramavarapadu",IOCL,Ramavarapadu,Vijayawada,Andhrapradesh,South,16.5244,80.67953
WMQISXM1V1-00740, IOCL Shri Matha Filling stn,"VJD_IOC_ShriMatha-Filling-Station, PNT Colony",IOCL,Ajit Singh Nagar,Vijayawada,Andhrapradesh,South,16.53764,80.63629
WMQISXM1V1-00398,PANIPAT CO-OPERATIVE SUGAR MILL,PNP_IOC_SUGAR MILL,IOCL,CO-OPERATIVE SUGAR MILL GOHANA ,Panipat,Haryana,North,29.37489,76.96091
WMQISXM1V1-00211,YADAV & COMPANY 2,JPR_IOC_Yadva & Company_Sodala,IOCL,SODALA,Jaipur,Rajasthan,North,26.901458,75.77108
WMQISXM1V1-00297,YADAV & COMPANY 3,JPR_IOC_Yadva & Company_Sodala,IOCL,SODALA,Jaipur,Rajasthan,North,26.901458,75.77108
WMQISXM1V1-00126,PANIPAT CO-OPERATIVE SUGAR MILL,PNP_IOC_SUGAR MILL,IOCL,CO-OPERATIVE SUGAR MILL GOHANA ,Panipat,Haryana,North,29.37489,76.96091
WMQISXM1V1-00307,SINGH MOTOR CENTRE 1,"DEL_IOC_SINGH MOTOR,Centre",IOCL,SANJAY GANDHI TRANSPORT NAGAR,Delhi,Delhi,North,28.73831,77.14914
WMQISXM1V1-00222,SINGH MOTOR CENTRE 2,"DEL_IOC_SINGH MOTOR,Centre",IOCL,SANJAY GANDHI TRANSPORT NAGAR,Delhi,Delhi,North,28.73831,77.14914
WMQISXM1V1-00204,Shriram Aggarwal 4,"DEL_FRN-Block-B,-Dilshad-Colony",Franchise,Dilshan Garden,Delhi,Delhi,North,28.68737,77.32434
WMQISXM1V1-00106,R C Autowave 1,"GUR_IOC_R C,Autowave",IOCL,Sector-77,Gurugram,Haryana,North,28.38348,76.98763
WMQISXM1V1-00067,R C Autowave 2,"GUR_IOC_R C,Autowave",IOCL,Sector-77,Gurugram,Haryana,North,28.38348,76.98763
WMQISXM1V1-00029,BYPL-NAND NAGRI-Dhalao-3,"DEL_BYP_Nand Nagri, Mandoli",BYPL,NEAR AKHARA NAND NAGRI,Delhi,Delhi,North,28.69385,77.310534
WMQISXM1V1-00040,GAUTAMPURI 3,"DEL_BYPL_Kaithwara Jagjivan Nagar, Shahdara",BYPL,Shahdara ,Delhi,Delhi,North,28.678465,77.257801
WMQISXM1V1-00217,Aman 1  (Tavpreet Singh 1 ),"GZB_FRN_Palika,Bazar GTRd",Franchise,Ghaziabad,Ghaziabad,UP,North,28.657347,77.432213
WMQISXM1V1-00348,Aman 2  (Tavpreet Singh 2 ),"GZB_FRN_Palika,Bazar GTRd",Franchise,Ghaziabad,Ghaziabad,UP,North,28.657347,77.432213
WMQISXM1V1-00636,James Street,HYD_IRS_James Street,Indian Railways,Karbala Maidan,Hyderabad,Telangana,South,17.43405682,78.48756181
WMQISXM1V1-00718,ADITYA SERVICE STATION,"WRL_IOC_ADITYA,SERVICE STATION",IOCL,Warangal,Warangal,Telangana,South,17.98924,79.61684
WMQISXM1V1-00719,ADITYA SERVICE STATION,"WRL_IOC_ADITYA,SERVICE STATION",IOCL,Warangal,Warangal,Telangana,South,17.98924,79.61684
WMQISXM1V1-00709,Horamavu-Private Hub,"BLR_PVT_Hub_Khane RD,Horamavu",Hub-Private,Hebbal,Bengaluru,Karnataka,South,13.039139,77.67305
WMQISXM1V1-00240,RAJASTHAN HIGHWAY SERVICE,"JPR_IOC_Rajasthan,Highway Service",IOCL,AGRA ROAD TRANSPORT NAGAR,Jaipur,Rajasthan,North,26.906257,75.842778
WMQISXM1V1-00028,Govind Nagar West 1,JPR_PVT_Hub_Jal Mahal,Hub-Private,Govind Nagar West,Jaipur,Rajasthan,North,26.948923,75.841468
WMQISXM1V1-00033,Govind Nagar West 2,JPR_PVT_Hub_Jal Mahal,Hub-Private,Govind Nagar West,Jaipur,Rajasthan,North,26.948923,75.841468
WMQISXM1V1-00034,Govind Nagar West 3,JPR_PVT_Hub_Jal Mahal,Hub-Private,Govind Nagar West,Jaipur,Rajasthan,North,26.948923,75.841468
WMQISXM1V1-00035,Govind Nagar West 4,JPR_PVT_Hub_Jal Mahal,Hub-Private,Govind Nagar West,Jaipur,Rajasthan,North,26.948923,75.841468
WMQISXM1V1-00735,Horamavu-Private Hub,"BLR_PVT_Hub_Khane RD,Horamavu",Hub-Private,Hebbal,Bengaluru,Karnataka,South,13.039139,77.67305
WMQISXM1V1-00736,Horamavu-Private Hub,"BLR_PVT_Hub_Khane RD,Horamavu",Hub-Private,Hebbal,Bengaluru,Karnataka,South,13.039139,77.67305
WMQISXM1V1-00737,Horamavu-Private Hub,"BLR_PVT_Hub_Khane RD,Horamavu",Hub-Private,Hebbal,Bengaluru,Karnataka,South,13.039139,77.67305
WMQISXM1V1-00058,ARORA ENTERPRISES 4,"DEL_FRN_Sector 24, Rohini",Franchise, ROHINI,Delhi,Delhi,North,28.729868,77.091049
WMQISXM1V1-00036,Shastri Nagar 1,"JPR_PVT_Hub_Sahra Marg,ShastriNagar",Hub-Private,Shastri Nagar,Jaipur,Rajasthan,North,26.953091,75.794039
WMQISXM1V1-00064,Shastri Nagar 2,"JPR_PVT_Hub_Sahra Marg,ShastriNagar",Hub-Private,Shastri Nagar,Jaipur,Rajasthan,North,26.953091,75.794039
WMQISXM1V1-02038,Shastri Nagar 3,"JPR_PVT_Hub_Sahra Marg,ShastriNagar",Hub-Private,Shastri Nagar,Jaipur,Rajasthan,North,26.953091,75.794039
WMQISXM1V1-00062,Shastri Nagar 4,"JPR_PVT_Hub_Sahra Marg,ShastriNagar",Hub-Private,Shastri Nagar,Jaipur,Rajasthan,North,26.953091,75.794039
WMQISXM1V1-00733,SREE BHALAJIE ENTERPRISES,"BLR_IOC_SREE BHALAJIE,ENTERPRISES",IOCL,BANSAWADI,Bengaluru,Karnataka,South,13.014797,77.661934
WMQISXM1V1-00734,SREE BHALAJIE ENTERPRISES,"BLR_IOC_SREE BHALAJIE,ENTERPRISES",IOCL,BANSAWADI,Bengaluru,Karnataka,South,13.014797,77.661934
WMQISXM1V1-00705,HSR Industrial Area,"BLR_PVT_Hub_5thcross,HSR Layout",Hub-Private,HSR,Bengaluru,Karnataka,South,12.892037,77.647464
WMQISXM1V1-00329,SHIV SHAKTI PETRO,"GUR_IOC_Shiv Shakti,Petro",IOCL,Sikanderpur,Gurugram,Haryana,North,28.397882,76.958672
WMQISXM1V1-00072,RK Ashram Marg,DEL_DMR_RK Ashram,DMRC,Gate-3 Side Adjcent to pump Room- RK Ashram Marg Metro Parking Dehli-,Delhi,Delhi,North,28.639422,77.207984
WMQISXM1V1-00078,Delhi Automobile,"DEL_IOC_Delhi Automobile,SartiaVihar",IOCL,JASOLA,Delhi,Delhi,North,28.538081,77.290193
WMQISXM1V1-00054,MANGAL PETRO-3,"DEL_IOC_Mangal Petro, West Enclave, Pitampura",IOCL, PITAMPURA,Delhi,Delhi,North,28.688816,77.104702
WMQISXM1V1-00079,RK Ashram Marg,DEL_DMR_RK Ashram,DMRC,Gate-3 Side Adjcent to pump Room- RK Ashram Marg Metro Parking Dehli-,Delhi,Delhi,North,28.639422,77.207984
WMQISXM1V1-00347,SHIV SHAKTI PETRO,"GUR_IOC_Shiv Shakti,Petro",IOCL,Sikanderpur,Gurugram,Haryana,North,28.397882,76.958672
WMQISXM1V1-00665,Khairatabad ,HYD_IRS_Khairatabad,Indian Railways,Indiranagar,Hyderabad,Telangana,South,17.412872,78.460876
WMQISXM1V1-00668,Khairatabad ,HYD_IRS_Khairatabad,Indian Railways,Indiranagar,Hyderabad,Telangana,South,17.412872,78.460876
WMQISXM1V1-00643,MIYAPUR J.AUTO,"HYD_IOC_Miyapur,J Auto",IOCL,Miyapur,Hyderabad,Telangana,South,17.49617,78.37366
WMQISXM1V1-00666,MIYAPUR J.AUTO,"HYD_IOC_Miyapur,J Auto",IOCL,Miyapur,Hyderabad,Telangana,South,17.49617,78.37366
WMQISXM1V1-00663,Neredmet Halt 4,HYD_IRS_Neredmet_Halt,Indian Railways,AS Rao Nagar,Hyderabad,Telangana,South,17.47882232,78.53611749
WMQISXM1V1-00713,HSR Industrial Area,"BLR_PVT_Hub_5thcross,HSR Layout",Hub-Private,HSR,Bengaluru,Karnataka,South,12.892037,77.647464
WMQISXM1V1-00725,HSR Industrial Area,"BLR_PVT_Hub_5thcross,HSR Layout",Hub-Private,HSR,Bengaluru,Karnataka,South,12.892037,77.647464
WMQISXM1V1-00739,HSR Industrial Area,"BLR_PVT_Hub_5thcross,HSR Layout",Hub-Private,HSR,Bengaluru,Karnataka,South,12.892037,77.647464
WMQISXM1V1-00623,AMCO Layout - Hebbal,"BLR_PVT_Hub_AMCO Layout,Hebbal",Hub-Private,Hebbal,Bengaluru,Karnataka,South,13.05215,77.579794
WMQISXM1V1-00711,AMCO Layout - Hebbal,"BLR_PVT_Hub_AMCO Layout,Hebbal",Hub-Private,Hebbal,Bengaluru,Karnataka,South,13.05215,77.579794
WMQISXM1V1-00726,AMCO Layout - Hebbal,"BLR_PVT_Hub_AMCO Layout,Hebbal",Hub-Private,Hebbal,Bengaluru,Karnataka,South,13.05215,77.579794
WMQISXM1V1-00727,AMCO Layout - Hebbal,"BLR_PVT_Hub_AMCO Layout,Hebbal",Hub-Private,Hebbal,Bengaluru,Karnataka,South,13.05215,77.579794
WMQISXM1V1-00728,AMCO Layout - Hebbal,"BLR_PVT_Hub_AMCO Layout,Hebbal",Hub-Private,Hebbal,Bengaluru,Karnataka,South,13.05215,77.579794
WMQISXM1V1-00729,AMCO Layout - Hebbal,"BLR_PVT_Hub_AMCO Layout,Hebbal",Hub-Private,Hebbal,Bengaluru,Karnataka,South,13.05215,77.579794
WMQISXM1V1-00730,AMCO Layout - Hebbal,"BLR_PVT_Hub_AMCO Layout,Hebbal",Hub-Private,Hebbal,Bengaluru,Karnataka,South,13.05215,77.579794
WMQISXM1V1-00731,AMCO Layout - Hebbal,"BLR_PVT_Hub_AMCO Layout,Hebbal",Hub-Private,Hebbal,Bengaluru,Karnataka,South,13.05215,77.579794
WMQISXM1V1-00614,Hosa Road Private Hub,"BLR_PVT_Hub_Choodasandra,Hosa Road",Hub-Private,Hosa Road,Bengaluru,Karnataka,South,12.882041,77.673012
WMQISXM1V1-00682,Hosa Road Private Hub,"BLR_PVT_Hub_Choodasandra,Hosa Road",Hub-Private,Hosa Road,Bengaluru,Karnataka,South,12.882041,77.673012
WMQISXM1V1-00669,Hosa Road Private Hub,"BLR_PVT_Hub_Choodasandra,Hosa Road",Hub-Private,Hosa Road,Bengaluru,Karnataka,South,12.882041,77.673012
WMQISXM1V1-00732,Hosa Road Private Hub,"BLR_PVT_Hub_Choodasandra,Hosa Road",Hub-Private,Hosa Road,Bengaluru,Karnataka,South,12.882041,77.673012
WMQISXM1V1-00027,M.Sounder,"GGN_FRN_Manohara Marg,Wazirabad",Franchise,Wazirabad,Gurugram,Haryana,North,28.43325,77.07967
WMQISXM1V1-00037,M.Sounder,"GGN_FRN_Manohara Marg,Wazirabad",Franchise,Wazirabad,Gurugram,Haryana,North,28.43325,77.07967
WMQISXM1V1-00038,M.Sounder,"GGN_FRN_Manohara Marg,Wazirabad",Franchise,Wazirabad,Gurugram,Haryana,North,28.43325,77.07967
WMQISXM1V1-00039,M.Sounder,"GGN_FRN_Manohara Marg,Wazirabad",Franchise,Wazirabad,Gurugram,Haryana,North,28.43325,77.07967
WMQISXM1V1-00288,SINGH AUTO ENTERPRISES 1,"DEL_FRN_Gurudwara,Raghubir Nagar",Franchise,Raghuveer Nagar,Delhi,Delhi,North,28.657752,77.113036
WMQISXM1V1-00289,SINGH AUTO ENTERPRISES 2,"DEL_FRN_Gurudwara,Raghubir Nagar",Franchise,Raghuveer Nagar,Delhi,Delhi,North,28.657752,77.113036
WMQISXM1V1-00026,SINGH AUTO ENTERPRISES 3,"DEL_FRN_Gurudwara,Raghubir Nagar",Franchise,Raghuveer Nagar,Delhi,Delhi,North,28.657752,77.113036
WMQISXM1V1-01004,AAA PACKERS 4,"NOI_FRN_Sector 121, Garhi Chaukhandi",Franchise,Noida Sector-121,Noida,UP,North,28.60538,77.40117
WMQISXM1V1-00762,Suchitra Centre Halt 4,HYD_IRS_Suchitra_Centre_Halt,Indian Railways,Quthbullapur,Hyderabad,Telangana,South,17.48919764,78.47296964
WMQISXM1V1-00757,Ferozguda Halt 4,HYD_IRS_Ferozguda Halt,Indian Railways,Ferozguda,Hyderabad,Telangana,South,17.46571221,78.46048866
WMQISXM1V1-00758,Necklace Road 4,HYD_IRS_Necklace_Road,Indian Railways,Khairatabad ,Hyderabad,Telangana,South,17.42639,78.45215
WMQISXM1V1-00768,FATEHNAGAR BRIDGE 4,HYD_IRS_FATEHNAGAR BRIDGE,Indian Railways,Fatehnagar,Hyderabad,Telangana,South,17.455466,78.449788
WMQISXM1V1-00073,Naveen Gupta 1,"DEL_FRN_KirariRd,Nangloi RailwayStation",Franchise,Prem Nagar ,Delhi,Delhi,North,28.688952,77.061492
WMQISXM1V1-00077,Naveen Gupta 2,"DEL_FRN_KirariRd,Nangloi RailwayStation",Franchise,Prem Nagar ,Delhi,Delhi,North,28.688952,77.061492
WMQISXM1V1-00059,Adesh 1,"NOI_FRN_B2-Block,Choti Milakh",Franchise,Gautam buddha nagar,Noida,UP,North,28.598557,77.449288
WMQISXM1V1-00051,Adesh 2,"NOI_FRN_B2-Block,Choti Milakh",Franchise,Gautam buddha nagar,Noida,UP,North,28.598557,77.449288
WMQISXM1V1-00611,Electronic City - Doddathugur,"BLR_PVT_Hub_Electronic City,Doddathugur",Hub-Private,Electronic City ,Bengaluru,Karnataka,South,12.854919,77.66078
WMQISXM1V1-00621,Electronic City - Doddathugur,"BLR_PVT_Hub_Electronic City,Doddathugur",Hub-Private,Electronic City ,Bengaluru,Karnataka,South,12.854919,77.66078
WMQISXM1V1-00622,Electronic City - Doddathugur,"BLR_PVT_Hub_Electronic City,Doddathugur",Hub-Private,Electronic City ,Bengaluru,Karnataka,South,12.854919,77.66078
WMQISXM1V1-00634,Electronic City - Doddathugur,"BLR_PVT_Hub_Electronic City,Doddathugur",Hub-Private,Electronic City ,Bengaluru,Karnataka,South,12.854919,77.66078
WMQISXM1V1-00764,Electronic City - Doddathugur,"BLR_PVT_Hub_Electronic City,Doddathugur",Hub-Private,Electronic City ,Bengaluru,Karnataka,South,12.854919,77.66078
WMQISXM1V1-00746,Electronic City - Doddathugur,"BLR_PVT_Hub_Electronic City,Doddathugur",Hub-Private,Electronic City ,Bengaluru,Karnataka,South,12.854919,77.66078
WMQISXM1V1-00766,Electronic City - Doddathugur,"BLR_PVT_Hub_Electronic City,Doddathugur",Hub-Private,Electronic City ,Bengaluru,Karnataka,South,12.854919,77.66078
WMQISXM1V1-00765,Electronic City - Doddathugur,"BLR_PVT_Hub_Electronic City,Doddathugur",Hub-Private,Electronic City ,Bengaluru,Karnataka,South,12.854919,77.66078
WMQISXM1V1-01043,Electronic City- GS Palya,"BLR_PVT_Hub_Electronic City,GSPalya",Hub-Private,Electronic City ,Bengaluru,Karnataka,South,12.853097,77.67448
WMQISXM1V1-01064,Electronic City- GS Palya,"BLR_PVT_Hub_Electronic City,GSPalya",Hub-Private,Electronic City ,Bengaluru,Karnataka,South,12.853097,77.67448
WMQISXM1V1-00680,Electronic City- GS Palya,"BLR_PVT_Hub_Electronic City,GSPalya",Hub-Private,Electronic City ,Bengaluru,Karnataka,South,12.853097,77.67448
WMQISXM1V1-00693,Electronic City- GS Palya,"BLR_PVT_Hub_Electronic City,GSPalya",Hub-Private,Electronic City ,Bengaluru,Karnataka,South,12.853097,77.67448
WMQISXM1V1-01020,TPDDL-Jahangirpuri 3,DEL_TPO_Bhalswa Jahangirpuri,Tata Power,Jahangirpuri,Delhi,Delhi,North,28.72649094,77.173188
WMQISXM1V1-00066,Aasha enterprises 2 ( Ram Prakash Dalal),"DEL_FRN_P1 Street, Budh Vihar,Phase 1",Franchise,Pooth Kalan,Delhi,Delhi,North,28.710639,77.086711
WMQISXM1V1-00071,Aasha enterprises 3 (Ram Prakash Dalal),"DEL_FRN_P1 Street, Budh Vihar,Phase 1",Franchise,Pooth Kalan,Delhi,Delhi,North,28.710639,77.086711
WMQISXM1V1-00055,Banaswadi Railway Station,"BLR_IRS_Bansawadi,Railway station",Indian Railways,BANSAWADI,Bengaluru,Karnataka,South,13.0061076,77.62820696
WMQISXM1V1-01018,AA Cup 1,"DEL_FRN_Street No3,Sagarpur",Franchise,Delhi,Delhi,Delhi,North,28.60556,77.10385
WMQISXM1V1-01019,AA Cup 2,"DEL_FRN_Street No3,Sagarpur",Franchise,Delhi,Delhi,Delhi,North,28.60556,77.10385
WMQISXM1V1-00057,Patel Nagar 3,DEL_STQ_Patel Nagar Metro Station,STATIQ,Patel Nagar Metro,Delhi,Delhi,North,28.64500363,77.16922808
WMQISXM1V1-00069,Aman 3 ( Surjeet Singh),"GZB_FRN_Palika,Bazar GTRd",Franchise,Ghaziabad,Ghaziabad,UP,North,28.657347,77.432213
WMQISXM1V1-00070,Aman 4 ( Tanya kaur ),"GZB_FRN_Palika,Bazar GTRd",Franchise,Ghaziabad,Ghaziabad,UP,North,28.657347,77.432213
WMQISXM1V1-00640,Bhudevinagar Halt 4,HYD_IRS_Bhudevinagar_Halt,Indian Railways,Alwal,Hyderabad,Telangana,South,17.49332425,78.50191249
WMQISXM1V1-00753,Banaswadi Railway Station,"BLR_IRS_Bansawadi,Railway station",Indian Railways,BANSAWADI,Bengaluru,Karnataka,South,13.0061076,77.62820696
WMQISXM1V1-00756,Banaswadi Railway Station,"BLR_IRS_Bansawadi,Railway station",Indian Railways,BANSAWADI,Bengaluru,Karnataka,South,13.0061076,77.62820696
WMQISXM1V1-00761,Banaswadi Railway Station,"BLR_IRS_Bansawadi,Railway station",Indian Railways,BANSAWADI,Bengaluru,Karnataka,South,13.0061076,77.62820696
WMQISXM1V1-00774,KAVYA AGENCIES,"CHE_IOC_Kavya,Agencies Koyambedu",IOCL,Koyambedu,Chennai,TamilNadu,South,13.0648,80.197765
WMQISXM1V1-00776,KAVYA AGENCIES,"CHE_IOC_Kavya,Agencies Koyambedu",IOCL,Koyambedu,Chennai,TamilNadu,South,13.0648,80.197765
